app_id,app_name,category,app_type,content_rating,genres,sub_genre,rating,reviews,app_size,installs,price,last_updated
A0044,Card Wars Kingdom,FAMILY,Free,Everyone 10+,Card,1,4.3,920571,28,10000000,0.00 ,1/17/2017
A0045,Shopkins World!,FAMILY,Free,Everyone,Arcade,1,4.3,169609,34,10000000,0.00 ,6/13/2018
A0046,Shopkins World!,FAMILY,Free,Everyone,Arcade,1,4.3,169609,34,10000000,0.00 ,6/13/2018
A0047,Frozen Free Fall,FAMILY,Free,Everyone,Puzzle,1,4.3,1574197,37,50000000,0.00 ,7/27/2018
A0048,Frozen Free Fall,FAMILY,Free,Everyone,Puzzle,1,4.3,1574204,37,50000000,0.00 ,7/27/2018
A0049,Frozen Free Fall,FAMILY,Free,Everyone,Puzzle,1,4.3,1574546,37,50000000,0.00 ,7/27/2018
A0050,NBA JAM by EA SPORTS™,FAMILY,Paid,Everyone,Sports,1,4.3,56444,43,500000,4.99 ,2/8/2017
A0051,Strawberry Shortcake BerryRush,FAMILY,Free,Everyone,Action,1,4.3,525552,48,10000000,0.00 ,10/15/2017
A0052,Strawberry Shortcake BerryRush,FAMILY,Free,Everyone,Action,1,4.3,525552,48,10000000,0.00 ,10/15/2017
A0053,Equestria Girls,FAMILY,Free,Everyone,Role Playing,1,4.3,392596,53,10000000,0.00 ,7/22/2016
A0054,Equestria Girls,FAMILY,Free,Everyone,Role Playing,1,4.3,392596,53,10000000,0.00 ,7/22/2016
A0055,Equestria Girls,FAMILY,Free,Everyone,Role Playing,1,4.3,392819,53,10000000,0.00 ,7/22/2016
A0056,PAC-MAN Pop,FAMILY,Free,Everyone,Puzzle,1,4.3,24877,54,5000000,0.00 ,6/20/2018
A0057,Wrecker's Revenge - Gumball,FAMILY,Free,Everyone,Puzzle,1,4.3,2263,55,100000,0.00 ,9/21/2017
A0058,Paw Patrol by ShuffleCards,FAMILY,Free,Everyone,Entertainment,1,4.3,3484,56,1000000,0.00 ,3/7/2017
A0059,LEGO® DC Mighty Micros,FAMILY,Free,Everyone,Racing,1,4.3,139545,63,10000000,0.00 ,1/30/2018
A0060,Nasty Goats,FAMILY,Free,Everyone,Arcade,1,4.3,45579,64,1000000,0.00 ,4/14/2016
A0061,Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,Free,Everyone,Simulation,1,4.3,472584,91,10000000,0.00 ,8/2/2018
A0062,Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,Free,Everyone,Simulation,1,4.3,472584,91,10000000,0.00 ,8/2/2018
A0063,Extreme Racing 2 - Real driving RC cars game!,FAMILY,Free,Everyone,Racing,1,4.3,4207,93,500000,0.00 ,8/31/2017
A0064,DC Super Hero Girls™,FAMILY,Free,Everyone,Action,1,4.3,43060,95,5000000,0.00 ,6/29/2018
A0065,DC Super Hero Girls™,FAMILY,Free,Everyone,Action,1,4.3,43060,95,5000000,0.00 ,6/29/2018
A0066,DC Super Hero Girls™,FAMILY,Free,Everyone,Action,1,4.3,43090,95,5000000,0.00 ,6/29/2018
A0067,Turbo FAST,FAMILY,Free,Everyone,Racing,1,4.3,1329192,97,50000000,0.00 ,10/4/2017
A0068,Turbo FAST,FAMILY,Free,Everyone,Racing,1,4.3,1329008,97,50000000,0.00 ,10/4/2017
A0069,Flipped Out! - Powerpuff Girls,FAMILY,Paid,Everyone 10+,Action,1,4.4,412,22,10000,2.99 ,6/30/2016
A0070,Transformers Rescue Bots: Disaster Dash,FAMILY,Free,Everyone,Casual,1,4.4,19245,25,1000000,0.00 ,3/28/2018
A0071,Guardians of Ancora,FAMILY,Free,Everyone,Educational,1,4.4,969,26,50000,0.00 ,7/20/2018
A0072,Car Racing game for Kids - Beepzz Dogs 🐕,FAMILY,Free,Everyone,Racing,1,4.4,131,48,100000,0.00 ,6/13/2018
A0073,Monster Truck Driver & Racing,FAMILY,Free,Everyone,Education,1,4.4,765,51,1000000,0.00 ,1/19/2017
A0074,Plants vs. Zombies™ Heroes,FAMILY,Free,Everyone,Casual,1,4.4,379415,68,10000000,0.00 ,6/26/2018
A0075,Plants vs. Zombies™ Heroes,FAMILY,Free,Everyone,Casual,1,4.4,379245,68,10000000,0.00 ,6/26/2018
A0076,Boomerang Make and Race,FAMILY,Free,Everyone,Racing,1,4.4,281448,70,10000000,0.00 ,6/1/2018
A0077,PJ Masks: Moonlight Heroes,FAMILY,Free,Everyone,Casual,1,4.4,86961,99,10000000,0.00 ,6/5/2018
A0078,PJ Masks: Moonlight Heroes,FAMILY,Free,Everyone,Casual,1,4.4,86961,99,10000000,0.00 ,6/5/2018
A0079,PJ Masks: Moonlight Heroes,FAMILY,Free,Everyone,Casual,1,4.4,87045,99,10000000,0.00 ,6/5/2018
A0080,"Alizay, pirate girl",FAMILY,Paid,Everyone,Casual,1,4.5,197,11,1000,2.99 ,3/23/2017
A0081,Go-Go-Goat! Free Game,FAMILY,Free,Everyone,Arcade,1,4.5,66740,23,1000000,0.00 ,7/8/2016
A0082,OK K.O.! Lakewood Plaza Turbo,FAMILY,Free,Everyone 10+,Action,1,4.5,76608,24,1000000,0.00 ,1/5/2017
A0083,Leo and Tig,FAMILY,Free,Everyone,Adventure,1,4.5,47644,27,1000000,0.00 ,5/31/2018
A0084,Teen Titans GO Figure!,FAMILY,Paid,Everyone 10+,Action,1,4.5,1985,28,10000,3.99 ,7/18/2018
A0085,Farming Simulator 14,FAMILY,Free,Everyone,Simulation,1,4.5,530854,51,10000000,0.00 ,7/17/2017
A0086,Farming Simulator 14,FAMILY,Free,Everyone,Simulation,1,4.5,530904,51,10000000,0.00 ,7/17/2017
A0087,"What''s Up, Snoopy? - Peanuts",FAMILY,Free,Everyone,Arcade,1,4.5,773,55,100000,0.00 ,8/22/2017
A0088,ROBLOX,FAMILY,Free,Everyone 10+,Adventure,1,4.5,4449910,67,100000000,0.00 ,7/31/2018
A0089,ROBLOX,FAMILY,Free,Everyone 10+,Adventure,1,4.5,4450855,67,100000000,0.00 ,7/31/2018
A0090,ROBLOX,FAMILY,Free,Everyone 10+,Adventure,1,4.5,4450890,67,100000000,0.00 ,7/31/2018
A0091,ROBLOX,FAMILY,Free,Everyone 10+,Adventure,1,4.5,4443407,67,100000000,0.00 ,7/31/2018
A0092,Pony Friends 🦄 - Beepzz racing game for kids,FAMILY,Free,Everyone,Racing,1,4.5,114,69,50000,0.00 ,6/13/2018
A0093,Real Racing 3,FAMILY,Free,Everyone,Racing,1,4.5,354384,71,10000000,0.00 ,7/2/2018
A0094,Real Racing 3,FAMILY,Free,Everyone,Racing,1,4.5,354454,71,10000000,0.00 ,7/2/2018
A0095,Cars: Lightning League,FAMILY,Free,Everyone,Racing,1,4.5,58795,77,10000000,0.00 ,5/21/2018
A0096,Disney Crossy Road,FAMILY,Free,Everyone,Arcade,1,4.5,514088,83,10000000,0.00 ,5/30/2018
A0097,Ski Safari: Adventure Time,FAMILY,Paid,Everyone,Arcade,1,4.5,48754,9.3,100000,0.99 ,10/7/2014
A0098,Teeny Titans - Teen Titans Go!,FAMILY,Paid,Everyone 10+,Strategy,1,4.6,20463,25,100000,3.99 ,7/18/2018
A0099,Henry Danger Crime Warp,FAMILY,Free,Everyone,Action,1,4.6,9626,28,1000000,0.00 ,2/7/2018
A0100,Super Slime Blitz - Gumball,FAMILY,Free,Everyone,Arcade,1,4.6,5395,58,500000,0.00 ,5/24/2018
A0101,Monster High™ Minis Mania,FAMILY,Free,Everyone,Strategy,1,4.6,19170,70,1000000,0.00 ,3/15/2017
A0102,Surely You Quest - Magiswords,FAMILY,Free,Everyone 10+,Role Playing,1,4.6,43314,83,1000000,0.00 ,6/20/2017
A0103,My Oasis - Calming and Relaxing Idle Clicker Game,FAMILY,Free,Everyone,Simulation,1,4.6,106750,94,1000000,0.00 ,6/29/2018
A0104,Attack the Light,FAMILY,Paid,Everyone,Role Playing,1,4.7,19209,21,100000,2.99 ,2/23/2016
A0105,Dog Run - Pet Dog Simulator,FAMILY,Free,Everyone,Simulation,1,4.7,48615,24,10000000,0.00 ,5/22/2018
A0106,Dog Run - Pet Dog Simulator,FAMILY,Free,Everyone,Simulation,1,4.7,48701,24,10000000,0.00 ,5/22/2018
A0107,Ninja Dash - Ronin Jump RPG,FAMILY,Free,Everyone 10+,Arcade,1,4.7,8508,54,500000,0.00 ,8/2/2018
A0108,Strawberry Shortcake BerryRush,GAME,Free,Everyone,Action,1,4.3,525517,48,10000000,0.00 ,10/15/2017
A0109,DC Super Hero Girls™,GAME,Free,Everyone,Action,1,4.3,43055,95,5000000,0.00 ,6/29/2018
A0110,ROBLOX,GAME,Free,Everyone 10+,Adventure,1,4.5,4447388,67,100000000,0.00 ,7/31/2018
A0111,ROBLOX,GAME,Free,Everyone 10+,Adventure,1,4.5,4447346,67,100000000,0.00 ,7/31/2018
A0112,ROBLOX,GAME,Free,Everyone 10+,Adventure,1,4.5,4448791,67,100000000,0.00 ,7/31/2018
A0113,ROBLOX,GAME,Free,Everyone 10+,Adventure,1,4.5,4449882,67,100000000,0.00 ,7/31/2018
A0114,ROBLOX,GAME,Free,Everyone 10+,Adventure,1,4.5,4449910,67,100000000,0.00 ,7/31/2018
A0115,Dog Run - Pet Dog Simulator,GAME,Free,Everyone,Simulation,1,4.7,48615,24,10000000,0.00 ,5/22/2018
A0116,Ascape VR: 360° Virtual Travel,TRAVEL_AND_LOCAL,Free,Everyone,Travel & Local,1,4.1,890,7.6,100000,0.00 ,8/9/2017
A0117,Memorado - Brain Games,EDUCATION,Free,Everyone,Education,1,4.4,56897,97,1000000,0.00 ,1/16/2017
A0118,No.Draw - Colors by Number 2018,ENTERTAINMENT,Free,Everyone,Entertainment,1,4.5,235496,13,10000000,0.00 ,7/29/2018
A0119,Low Poly – Puzzle art game,ENTERTAINMENT,Free,Everyone,Entertainment,1,4.5,23063,17,1000000,0.00 ,8/3/2018
A0120,Color By Numbers - Art Game for Kids and Adults,FAMILY,Free,Everyone,Educational,1,3.1,305,8.3,100000,0.00 ,7/7/2016
A0121,CN Summer Challenge,FAMILY,Free,Everyone,Entertainment,1,3.7,985,49,100000,0.00 ,5/24/2018
A0122,Chess PRO Free,FAMILY,Free,Everyone,Board,1,3.8,1123,5.7,100000,0.00 ,9/8/2016
A0123,Start the Hunt for the Lost Treasure,FAMILY,Free,Everyone,Puzzle,1,3.8,302,8.1,10000,0.00 ,9/13/2017
A0124,THE aMAZEing Labyrinth,FAMILY,Paid,Everyone,Board,1,3.9,1615,1.2,10000,4.99 ,2/9/2016
A0125,EP Chain Reaction,FAMILY,Free,Everyone,Casual,1,3.9,249,21,10000,0.00 ,4/10/2016
A0126,Mad Libs,FAMILY,Free,Everyone,Entertainment,1,4,8126,61,1000000,0.00 ,7/31/2018
A0127,Dominos Game ✔️,FAMILY,Free,Everyone,Board,1,4.1,2903,16,1000000,0.00 ,7/5/2018
A0128,Checkers ✔️,FAMILY,Free,Everyone,Board,1,4.1,3617,19,1000000,0.00 ,7/24/2018
A0129,Kids Animals Jigsaw Puzzles 😄,FAMILY,Free,Everyone,Educational,1,4.1,51895,22,10000000,0.00 ,6/16/2018
A0130,Painting By Numbers,FAMILY,Free,Everyone,Puzzle,1,4.1,213,26,50000,0.00 ,6/8/2018
A0131,Chess for Kids - Play & Learn,FAMILY,Free,Everyone,Puzzle,1,4.1,3234,47,100000,0.00 ,5/15/2018
A0132,Ludo Family Dice Game,FAMILY,Free,Everyone,Board,1,4.2,3593,19,500000,0.00 ,3/7/2018
A0133,Steam: Rails to Riches,FAMILY,Paid,Everyone,Board,1,4.2,214,67,5000,4.99 ,12/13/2017
A0134,Word Search Games in english,FAMILY,Free,Everyone,Puzzle,1,4.3,63186,16,10000000,0.00 ,7/12/2018
A0135,Chess Free,FAMILY,Free,Everyone,Board,1,4.3,23772,17,5000000,0.00 ,8/2/2017
A0136,Power Spheres by BoBoiBoy,FAMILY,Free,Everyone,Puzzle,1,4.3,70903,51,5000000,0.00 ,5/3/2018
A0137,Masha and Bear: Cooking Dash,FAMILY,Free,Everyone,Role Playing,1,4.3,151374,54,10000000,0.00 ,6/5/2018
A0138,Free games: Masha and the Bear,FAMILY,Free,Everyone,Puzzle,1,4.3,34514,60,5000000,0.00 ,7/20/2018
A0139,Masha and The Bear Puzzle Game,FAMILY,Free,Everyone,Puzzle,1,4.3,13330,73,1000000,0.00 ,5/24/2018
A0140,Mosaic puzzles,FAMILY,Free,Everyone,Puzzle,1,4.4,1595,14,500000,0.00 ,7/4/2018
A0141,Fruit Boom,FAMILY,Free,Everyone,Casual,1,4.4,17753,16,1000000,0.00 ,5/25/2018
A0142,Block Puzzle : Night in Egypt,FAMILY,Free,Everyone,Puzzle,1,4.4,276,16,50000,0.00 ,9/12/2017
A0143,All-in-One Mahjong 3,FAMILY,Paid,Everyone,Board,1,4.4,38,16,100,0.99 ,6/14/2018
A0144,Jewels Crush- Match 3 Puzzle,FAMILY,Free,Everyone,Casual,1,4.4,14774,19,1000000,0.00 ,7/23/2018
A0145,Candy Bomb,FAMILY,Free,Everyone,Casual,1,4.4,42145,20,10000000,0.00 ,7/4/2018
A0146,Bubble Shooter,FAMILY,Free,Everyone,Puzzle,1,4.4,59843,20,5000000,0.00 ,1/9/2018
A0147,Solitaire,FAMILY,Free,Everyone,Card,1,4.4,685,26,100000,0.00 ,7/16/2018
A0148,Where's My Water? Free,FAMILY,Free,Everyone,Puzzle,1,4.4,1372013,57,100000000,0.00 ,11/21/2017
A0149,Inside Out Thought Bubbles,FAMILY,Free,Everyone,Puzzle,1,4.4,623398,58,10000000,0.00 ,8/31/2017
A0150,Inside Out Thought Bubbles,FAMILY,Free,Everyone,Puzzle,1,4.4,623398,58,10000000,0.00 ,8/31/2017
A0151,No.Draw - Colors by Number 2018,FAMILY,Free,Everyone,Entertainment,1,4.5,235906,13,10000000,0.00 ,7/29/2018
A0152,"Pixel art pro-Sand box,paint by number,number draw",FAMILY,Free,Everyone,Casual,1,4.5,2442,13,100000,0.00 ,7/6/2018
A0153,Candy Smash,FAMILY,Free,Everyone,Casual,1,4.5,11436,15,1000000,0.00 ,4/17/2018
A0154,All-in-One Mahjong 3 FREE,FAMILY,Free,Everyone,Board,1,4.5,566,17,50000,0.00 ,6/13/2018
A0155,Chess and Mate,FAMILY,Paid,Everyone,Board,1,4.5,359,17,5000,4.99 ,8/12/2015
A0156,Happy Fruits Bomb - Cube Blast,FAMILY,Free,Everyone,Casual,1,4.5,2150,20,500000,0.00 ,2/1/2018
A0157,Toy Pop Cubes,FAMILY,Free,Everyone,Casual,1,4.5,5761,21,1000000,0.00 ,7/4/2018
A0158,Mahjong,FAMILY,Free,Everyone,Puzzle,1,4.5,33983,22,5000000,0.00 ,8/2/2018
A0159,Masha and the Bear. Educational Games,FAMILY,Free,Everyone,Educational,1,4.5,46369,33,10000000,0.00 ,7/13/2018
A0160,Baby Panda’s Juice Shop,FAMILY,Free,Everyone,Educational,1,4.5,19230,45,5000000,0.00 ,7/12/2018
A0161,Kids Corner: Interactive Tales and Games for kids,FAMILY,Free,Everyone,Educational,1,4.5,6404,46,500000,0.00 ,7/16/2018
A0162,Candy Day,FAMILY,Free,Everyone,Casual,1,4.5,11716,48,1000000,0.00 ,8/3/2018
A0163,Crazy Colors: Bubbles Matching,FAMILY,Free,Everyone,Board,1,4.6,3063,1.6,100000,0.00 ,5/24/2018
A0164,Mind Games Pro,FAMILY,Paid,Everyone,Puzzle,1,4.6,15301,18,100000,2.99 ,7/18/2018
A0165,Garden Fruit Legend,FAMILY,Free,Everyone,Casual,1,4.6,4289,33,500000,0.00 ,7/31/2018
A0166,Puzzle Kids - Animals Shapes and Jigsaw Puzzles,FAMILY,Free,Everyone,Educational,1,4.6,1109,52,1000000,0.00 ,7/18/2018
A0167,The Hunt for the Lost Treasure,FAMILY,Paid,Everyone,Adventure,1,4.6,7148,8.1,100000,2.99 ,9/13/2017
A0168,Fruit Cube Blast,FAMILY,Free,Everyone,Puzzle,1,4.6,9199,80,500000,0.00 ,8/3/2018
A0169,Masha and The Bear Jam Day Match 3 games for kids,FAMILY,Free,Everyone,Puzzle,1,4.6,50060,98,1000000,0.00 ,8/7/2018
A0170,Candy Pop Story,FAMILY,Free,Everyone,Casual,1,4.7,12948,23,1000000,0.00 ,5/24/2018
A0171,Tsuro - The Game of the Path,FAMILY,Paid,Everyone,Board,1,4.7,2195,37,10000,2.99 ,8/2/2016
A0172,Where's My Water?,FAMILY,Paid,Everyone,Puzzle,1,4.7,188740,69,1000000,1.99 ,7/5/2018
A0173,Lanterns: The Harvest Festival,FAMILY,Paid,Everyone,Board,1,4.7,185,72,1000,4.99 ,5/1/2018
A0174,Pino chess,FAMILY,Free,Everyone,Casual,1,4.8,61,25,1000,0.00 ,1/26/2017
A0175,Hactar Go,FAMILY,Paid,Everyone,Board,1,4.8,97,3.5,1000,2.99 ,3/30/2018
A0176,"No. Color - Color by Number, Number Coloring",FAMILY,Free,Everyone,Entertainment,1,4.8,269194,6.9,10000000,0.00 ,8/3/2018
A0177,Candy Bomb,GAME,Free,Everyone,Casual,1,4.4,42145,20,10000000,0.00 ,7/4/2018
A0178,My baby Game (Balloon POP!),PARENTING,Free,Everyone,Parenting,1,3.8,3614,3.3,1000000,0.00 ,5/28/2018
A0179,Paint Splash!,ART_AND_DESIGN,Free,Everyone,Art & Design,1,3.8,2206,1.2,100000,0.00 ,4/15/2018
A0180,Pixel Draw - Number Art Coloring Book,ART_AND_DESIGN,Free,Everyone,Art & Design,1,4.3,967,2.8,100000,0.00 ,6/20/2018
A0181,UNICORN - Color By Number & Pixel Art Coloring,ART_AND_DESIGN,Free,Everyone,Art & Design,1,4.7,8145,24,500000,0.00 ,8/2/2018
A0182,Colorfit - Drawing & Coloring,ART_AND_DESIGN,Free,Everyone,Art & Design,1,4.7,20260,25,500000,0.00 ,10/11/2017
A0183,Kids Paint Free - Drawing Fun,ART_AND_DESIGN,Free,Everyone,Art & Design,1,4.7,121,3.1,10000,0.00 ,7/3/2018
A0184,Unicorn Pokez - Color By Number,COMICS,Free,Everyone,Comics,1,4.8,516,12,50000,0.00 ,8/3/2018
A0185,Cars Coloring Pages,EDUCATION,Free,Everyone,Education,1,4.4,1090,49,1000000,0.00 ,2/3/2018
A0186,Princess Coloring Book,EDUCATION,Free,Everyone,Education,1,4.5,9770,39,5000000,0.00 ,2/25/2018
A0187,Pinkalicious Party,FAMILY,Paid,Everyone,Educational,1,3,2,82,500,2.99 ,6/25/2018
A0188,Pet Beauty Salon,FAMILY,Free,Everyone,Educational,1,3.8,20292,47,1000000,0.00 ,5/24/2015
A0189,Barbie Magical Fashion,FAMILY,Free,Everyone,Casual,1,4,328619,15,10000000,0.00 ,10/6/2017
A0190,Video Editor,FAMILY,Free,Everyone,Video Players & Editors,1,4.1,159619,23,5000000,0.00 ,7/17/2018
A0191,Barbie™ Fashion Closet,FAMILY,Free,Everyone,Casual,1,4.1,68286,85,10000000,0.00 ,7/30/2018
A0192,Hello Kitty Lunchbox,FAMILY,Free,Everyone,Casual,1,4.2,51838,15,5000000,0.00 ,11/21/2017
A0193,Dr. Panda Art Class,FAMILY,Paid,Everyone,Education,1,4.2,1013,58,50000,2.99 ,4/26/2017
A0194,Toca Mystery House,FAMILY,Paid,Everyone,Educational,1,4.2,96,79,5000,3.99 ,6/14/2018
A0195,Beauty and the Beast,FAMILY,Free,Everyone,Puzzle,1,4.4,70883,31,1000000,0.00 ,8/7/2018
A0196,Princess Adventures Puzzles,FAMILY,Free,Everyone,Education,1,4.4,382,44,500000,0.00 ,8/1/2018
A0197,Coloring & Learn,FAMILY,Free,Everyone,Educational,1,4.4,12753,51,5000000,0.00 ,7/17/2018
A0198,Fairy Kingdom: World of Magic and Farming,FAMILY,Free,Everyone,Strategy,1,4.4,129542,63,1000000,0.00 ,7/23/2018
A0199,Princess Palace: Royal Pony,FAMILY,Free,Everyone,Educational,1,4.4,11442,66,1000000,0.00 ,6/30/2016
A0200,No.Color – Color by Number,FAMILY,Free,Everyone,Casual,1,4.4,23474,8.8,5000000,0.00 ,7/26/2018
A0201,Cutie Cubies,FAMILY,Free,Everyone,Puzzle,1,4.4,6356,83,500000,0.00 ,7/4/2018
A0202,Princess Coloring Book,FAMILY,Free,Everyone,Education,1,4.5,9779,39,5000000,0.00 ,2/25/2018
A0203,No.Diamond – Colors by Number,FAMILY,Free,Everyone,Entertainment,1,4.6,9016,24,1000000,0.00 ,8/6/2018
A0204,Sandbox - Color by Number Coloring Pages,FAMILY,Free,Everyone,Entertainment,1,4.7,412744,10,10000000,0.00 ,7/19/2018
A0205,Color By Number - Sandbox Pixel Coloring Book,FAMILY,Free,Everyone,Casual,1,4.7,24557,24,1000000,0.00 ,8/3/2018
A0206,Draw Color by Number - Sandbox Pixel Art,FAMILY,Free,Everyone,Casual,1,4.7,34279,24,1000000,0.00 ,8/2/2018
A0207,UNICORN - Color By Number & Pixel Art Coloring,FAMILY,Free,Everyone,Art & Design,1,4.7,8264,24,500000,0.00 ,8/2/2018
A0208,Barbie™ Fashion Closet,GAME,Free,Everyone,Casual,1,4.1,68057,85,10000000,0.00 ,7/30/2018
A0209,Video Editor,VIDEO_PLAYERS,Free,Everyone,Video Players & Editors,1,4.1,159622,23,5000000,0.00 ,7/17/2018
A0210,ABC Preschool Free,EDUCATION,Free,Everyone,Education,1,3.8,27572,25,5000000,0.00 ,10/25/2017
A0211,Dinosaurs Coloring Pages,EDUCATION,Free,Everyone,Education,1,4.4,390,41,500000,0.00 ,2/3/2018
A0212,ClassDojo,EDUCATION,Free,Everyone,Education,1,4.4,148550,59,10000000,0.00 ,8/3/2018
A0213,ClassDojo,EDUCATION,Free,Everyone,Education,1,4.4,148549,59,10000000,0.00 ,8/3/2018
A0214,Rosetta Stone: Learn to Speak & Read New Languages,EDUCATION,Free,Everyone,Education,1,4.5,172505,76,5000000,0.00 ,6/27/2018
A0215,Rosetta Stone: Learn to Speak & Read New Languages,EDUCATION,Free,Everyone,Education,1,4.5,172508,76,5000000,0.00 ,6/27/2018
A0216,Rosetta Stone: Learn to Speak & Read New Languages,EDUCATION,Free,Everyone,Education,1,4.5,172508,76,5000000,0.00 ,6/27/2018
